id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
220,220,The Fight of the Century,"",http://nvshpo.org/historical-markers/220,"",Washoe,"Nevada Historical Marker 220Truckee River Basin, Washoe CountyLocated at the southeast corner of 4th and Toana Streets in Reno.",39.31989,-119.47789,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
221,221,Sand Harbor,<p>state historicAL marker no. 221</p><p>state historic preservation office</p>,http://nvshpo.org/historical-markers/221,"<p>1881 – 1896</p><p>History records Sand Harbor as playing an important role in the operations of the Sierra Nevada Wood and Lumber Company, one of three large companies supplying lumber and cordwood to the Comstock mines during the late 19th century. Walter Scott Hobart organized the company, and John Bear Overton was its general manager.</p><p>The steamer “Niagara” towed log rafts from company land at the south end of Lake Tahoe to Sand Harbor. Here the logs were loaded on narrow-guage railway cars and taken two miles north to a sawmill on Mill Creek.</p><p>Lumber and cordwood were started on the way to Virginia City via a funicular tramway 4,000 feet long, and rising 1,400 feet up the mountainside where the material was transferred to water flumes and transported to Lakeview just north of Carson City.</p><p>The tramway has been described as “The Great Incline of the Sierra Nevada”.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated at Lake Tahoe Nevada State Park..",39.31989,-119.47789,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
222,222,Tannehill Cabin,<p>STATE HISTORICAL MARKER No. 222</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>EUREKA COUNTY HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/222,"<p>ONE OF EUREKA’S FIRST HOUSES</p><p>The Tannehill brothers built this cabin for a residence in 1864 and lived here about a year before selling their mining interests to a New York company in 1866.  The cabin subsequently went through a number of owners, including the firm of Nathan & Harrison, one of the area’s first mercantile establishments in the late 1860s.</p><p>Fires, floods, and the ravages of time have spared the structure, and local residents take justifiable pride in the fact that they have been able to save it.</p>",Eureka," Central Region, Eureka County Located along U.S. Highway 50 on the south edge of Eureka, Nevada.",39.50346,-115.95952,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
223,223,Devil's Gate,<p>STATE HISTORICAL MARKER No. 223</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>RENO CHAPTER OF THE NATIONAL SOCIETY</p><p>SPONSORED BY: DAUGHTERS OF THE AMERICAN COLONISTS</p>,http://nvshpo.org/historical-markers/223,"<p>In 1860, journalist J. Ross Browne wrote that this site gives “a forcible impression of the unhallowed character of the place.” This rugged reef of metamorphic rock was a notable landmark of the Nevada Territory.  Beginning in 1850, the canyon to the south was the scene of placer mining, which lasted for a decade. One of the first stamp mills in the territory was erected just to the south of Devil’s Gate during the summer of 1860.</p><p>During the brief Pyramid Lake War of May 1860, the people of Silver City built a stone battlement atop the eastern summit of Devil’s Gate and constructed a wooden cannon for protection.</p><p>Devil’s Gate marks the boundary line between Storey and Lyon Counties.  Through this narrow gorge thousands of adventurous souls passed as they made their way to the gold and silver mines of the Comstock Lode.</p>",Lyon," Carson River Basin, Lyon County. Located along State Route 342 in Silver City, Nevada.",39.15597,-119.38355,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
224,224,Kyle (Kiel) Ranch,<p>STATE HISTORICAL MARKER No. 224</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>A NATIONAL REGISTER OF HISTORIC PLACES PROPERTY</p><p>THE KYLE COMMITTEE FOR PRESERVATION</p>,http://nvshpo.org/historical-markers/224,"<p>Established by Conrad Kiel in 1875, this was one of only two major ranches in Las Vegas valley throughout the 19th century.  The Kiel tenure was marked by violence.  Neighboring rancher Archibald Stewart was killed in a gunfight here in 1884.  Edwin and William Kiel were found murdered on the ranch in October 1900.</p><p>The San Pedro, Los Angeles and salt lake railroad purchased the ranch in 1903 and later sold it to Las Vegas banker John. S. Park, who built an elegant white mansion, which burned in 1991.</p><p>Subsequent owners included Edwin Taylor (1924-39), whose cowboy ranch hands competed in national rodeos, and Edwin Losee (1939-58), who developed the Boulderado Dude Ranch here, a popular residence for divorce seekers</p><p>In the late 1950s, business declined and the ranch was sold.  In 1976, 26 acres of the original ranch were purchased jointly by the city of north Las Vegas and its bicentennial committee as a historic project</p>",Clark," Colorado River Basin, Clark County. Located at Kyle Ranch Park at Carey and Losee Road in North Las Vegas.",36.12199,-115.08426,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
225,225,Spooner Area,<p>STATE HISTORICAL MARKER No. 225</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>DIVISION OF STATE PARKS</p>,http://nvshpo.org/historical-markers/225,"<p>(LOGGING AND LUMBERING PERIOD: 1868 – 1895)</p><p>This area bears the name of Michele E. Spooner, a French Canadian entrepreneur, who, along with others, was instrumental in establishing the wood and lumber industry which supplied the needs of the Comstock mines and mills.</p><p>In 1868 Spooner became a partner with Oliver and John Lonkey, the Elliot brothers, Henry M. Yerington, William Fairburn and Simon Dubois in the Summit Fluming Company and operated a shingle mill and sawmill.  In 1870 Yerington, Bliss & Company took over the summit fluming company.</p><p>In 1873 another sawmill was erected at Spooner Meadows.  Later in 1873, all the mills were taken over by the Carson & Tahoe Lumber and Fluming Company. This company, headquartered at Glenbrook, went on to become the largest of the three huge companies supplying wood and lumber to the Comstock.</p>",Douglas," Carson River Basin and Lake Tahoe Basin (Truckee River Basin), Douglas County. Located Spooner Park at Lake Tahoe.",39.0637,-119.55067,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
226,227,Lake Mansion,"<p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p>
<p>Entrant: National Register of Historic Places</p><p>State Historical Marker No. 227</p><p>Washoe Landmark Preservation, Inc.</p>",http://nvshpo.org/historical-markers/227,<p>HOME OF MYRON C. LAKE</p><p>fOUNDER OF rENO</p><p>1877</p><p>Built by Washington J. Marsh</p>,Washoe,"Truckee River Basin, Washoe County. Located at the intersection of South Virginia Street and Kietzke Lane just south of the Reno-Sparks Convention Center.",39.3136,-119.48964,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
227,228,The Great Fire of 1875,<p>State Historic Marker No. 228</p><p>State Historic Preservation Office</p><p>Liberty Engine Company No. 1</p>,http://nvshpo.org/historical-markers/228,"<p>The most spectacular calamity to befall Virginia City had its origins within fifty feet of this marker.  Early on the morning of October 26, 1875, a coal oil lamp was knocked over in a nearby boarding house and burst into flames.  Strong winds spread the blaze and thirty-three blocks of structures were leveled.  The losses included St. Mary in the Mountains Catholic Church, the Storey County Courthouse, Piper’s Opera House, the International Hotel, city offices and most of Virginia City’s business district.  The offices and hoisting works of nearby mines were also destroyed.</p><p>After the fire, Virginia City established a new hydrant system and erected a number of new hose houses including this structure.</p>",Storey," Carson River Basin, Storey County. Located on ""A"" Street in Virginia City.",39.1838,-119.39034,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
228,229,Oil From Shale,<p>STATE HISTORICAL MARKER No. 229</p><p>STATE HISTORIC PRESERVATON OFFICE</p><p>NORTHEASTERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/229,"<p>Directly south of this point and across the valley floor are the remains of a short-lived extraction plant, which reached the peak of its productive capacity in the early twenties.  Driving of the main shaft began in 1916.  Of several tries at extracting oil from shale, this was the only successful operation in Nevada.</p><p>Robert M. Catlin, Sr. spent many years experimenting on the extraction of crude oil from these beds before beginning the commercial production of oil.  After a production period of less than two years, the plant was closed in the fall of 1924.  Hi-Power Catlin Oil was too expensive to complete with the fossil oils of that day.</p><p>Easily 50 years ahead of his time, Catlin gave Elkoans and Nevadans a dream and the community an oil boom in the Roaring Twenties.</p>",Elko," Humboldt River Basin, Elko County Located on U.S. Highway 40 opposite the Elko Airpoirt in Elko, Nevada.",40.82543,-115.77984,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
229,230,Mount Rose Weather Observatory,"<p>state historic marker no. 230</p>
<p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>WASHOE COUNTY HISTORICAL SOCIETY</p><p>NEVADA CORRAL, WESTERNERS INTERNATIONAL</p>
",http://nvshpo.org/historical-markers/230,"<p>Two miles to the northwest of this point lies Mt. Rose.  On the 10,778 foot summit, Dr. James Edward church of the University of Nevada established one of America’s first high-altitude meteorological observatories on June 29, 1905.  At the observatory, he carried out his famed snow studies and developed the modern science of snow survey.  Dr. Church’s Nevada system of snow survey is used throughout the world today to predict seasonal water flow from precipitation stored as snow pack.  In his honor, the north summit of Mt. Rose has been named “Church Peak.”</p>",Washoe,"Truckee River Basin, Washoe County. Located at the summit of State Route 431 (Mount Rose Highway)..",39.22354,-119.40059,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
230,231,Star City,<p>STATE HISTORIC MARKER No. 231</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>JULIA C. BULETTE CHAPTER</p><p>E. CLAMPUS VITUS</p>,http://nvshpo.org/historical-markers/231,"<p>Located in the Star Mining District some seven miles west of here, Star City was established in 1861 when rich silver ore was discovered in the area.  During the boom years of 1864 and 1865, the town boasted 1,200  residents, two hotels, three general stores, a wells-Fargo office, a church and a dozen or more saloons.</p><p>The Sheba Mine, the district’s biggest operation, had produced about $5,000.00 in silver by 1868, the year the rich ore began to run out.  Three years later, only seventy-eight inhabitants remained in star city.  All that remains today are crumbling foundations, rusted mill equipment and memories.</p>",Pershing," Humboldt River Basin, Pershing County Located at the junction of State Route 400 and the road to Star City in the Buena Vista Valley, approximately ten miles south of intersection with Interstate Highway 80.",40.33118,-118.03057,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
231,232,Reunion in Unionville,<p>STATE HISTORICAL MARKER No. 232</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>JULIA C. BULETTE CHAPTER</p><p>E CLAMPUS VITUS</p>,http://nvshpo.org/historical-markers/232,"<p>Across the road and down about 300 feet was the original Unionville School.  Built in 1862, this adobe building was the first public structure in the county.  Used by such organizations as the Union League, Knights of the Golden Circle, the Masons and the Ancient and Honorable Order of E. Clampus Vitus, it served the community until its demolition in 1871.</p><p>Exactly 109 years later, members of the E.C.V. gathered here to hold a reunion in commemoration of this propitious event.  To the rear of this marker are the remains of Mark Twain’s cabin.  Also a member of E. C.V., he built this structure in 1861 and lived here before moving to Virginia City.</p>",Pershing," Humboldt River Basin, Pershing County Located in the County Park in upper Unionville.",40.26532,-118.08462,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
232,233,Dayton Cemetery,"<p>State Historic Marker No. 233</p><p>State historic Preservation Office</p><p>THE 1980 RESTORATION COMMITTEE</p><p>MAY GIOMETTI, CHAIRMAN</p>",http://nvshpo.org/historical-markers/233,"<p>Founded in 1851, this is one of the oldest constantly-maintained cemeteries in Nevada.  The trail to the California Mother Lode passed directly in front and the wagon tracks can still be seen with careful observation.</p><p>James Finney (“Old Virginny”) after whom Virginia City is named, is buried here. Many people buried here are Italian Americans, as this ethnic group dominated much of Dayton’s early history.  Recognizing the potential of the land and the irrigating value of the Carson River, Italian Americans made this area the breadbasket for the Comstock.</p>",Lyon," Carson River Basin, Lyon County. Located at the cemetery in Dayton, Nevada.",39.14004,-119.35496,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
233,234,Moana Springs,<p>STATE HISTORICAL MARKER No. 234</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>WHASHOE COUNTY HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/234,"<p>Opened as a resort on October 29, 1905, Moana Springs took its name from a famous Hawaiian spa.  In addition to a large bath house with a pool fed by hot springs, Moana had a stately hotel, a clubhouse, baseball diamond and picnic grounds.  Constructed and initially operated by Charles T. Short, (who gave the resort its name), Al North and John N. Evans, Moana was acquired by Louis W. Berrum in 1913 and remained in his family for the next four decades.  Served by Berrum’s Nevada interurban trolley line from 1907 to 1920, Moana hosted dances, rodeos, boxing matches, trapshoots, circuses and aviation exhibitions.  The City of Reno purchased Moana in 1956 and the remaining buildings were demolished the next year to make way for a new recreational complex.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated at the ballpark, Moana Lane, in South Reno.",39.3136,-119.48964,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
234,235,Camp Nye,<p>State Historical Marker No. 235</p><p>STATE HISTRORIC PRESERVATION OFFICE</p><p>LT. COL. WILLIAM F. McCONNEL (USAF RET.)</p>,http://nvshpo.org/historical-markers/235,"<p>1864-1865</p><p>Established one-half mile to the north in October 1864, Camp Nye served as the home base for the men of companies “D” and “E,” 1st Nevada Volunteer Cavalry. During the Civil War, troopers from Camp Nye took an active role in struggles with American Indians, and Company ""D"" suffered the only two combat deaths incurred by Nevada units during the war in a battle at Table Mountain in the Tuscarora Range in Elko County on May 20, 1865.  Camp Nye was deactivated in August 1865. Time has obliterated all vestiges of the barracks, stables and other facilities.</p>",Carson City," Carson River Basin, near Carson City Kings Canyon Road, 2.5 miles west of the Capitol Building, Carson City.",39.16243,-119.79407,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
235,236,Piper's Opera House,<p>STATE HISTORICAL MARKER No. 236</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>LOUISE Z. DRIGGS</p>,http://nvshpo.org/historical-markers/236,"<p>This building, the most significant vintage theatre in the West, was erected by John Piper in 1885.  Third in a succession of theatres which he operated on the Comstock, Piper’s Opera House, with its original scenery, raked stage, and elegant proscenium boxes, is a remarkable survivor of a colorful era in American theatrical history.  Many popular nineteenth-century touring stars and concert artists appeared here.</p>",Storey," Carson River Basin, Storey County Located at Piper's Opera House in Virginia City.",39.18393,-119.39002,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
236,237,Carson and Colorado Railroad Feight Depot,<p>STATE HISTORICAL MARKER No. 237</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>HAWTHORNE LODGE NO. 1704</p><p>BENEVOLENT AND PROTECTIVE ORDER OF THE ELKS</p>,http://nvshpo.org/historical-markers/237,"<p>This is the first railroad building to be constructed in Hawthorne. It is the remnant of the narrow-gauge Carson and Colorado Railroad built south from Mound House, near Virginia City in 1881.  Railroad officials laid out the town in the desert and the first lots were auctioned off on April 14, 1881.  The line was subsequently extended into Owens Valley, California, with rail service to Hawthorne coming to an end when the town was bypassed in 1905.  In later years, this building served as the general store of J. E. Adams and Senator John H. Miller, a bar and restaurant with a bingo parlor, and a banquet hall, until acquired by the Hawthorne Elks Lodge in 1946.</p>",Mineral," Walker River Basin, Mineral County Located on U.S. Highway 95 in Hawthorne, Nevada.",38.57142,-118.4863,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
237,238,Huffaker's,<p>state historic marker no. 238</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p><p>RENO CHAPTER OF THE NATIONAL SOCIETY</p><p>SPONSORED BY</p><p>DAUGHTERS OF THE AMERICAN COLONISTS</p>,http://nvshpo.org/historical-markers/238,"<p>Before the arrival, 1858, of Granville W. Huffaker driving 500 head of cattle into the Truckee Meadows, the principal settlers were Mormons.  The Comstock Lode and its mining needs focused attention on the valley.  Huffaker established his ranch in 1859.  Langton’s stage line and the first post office were functioning by 1862.  For ten years Huffaker’s was a most active stage-stop and a center for a community.  The school house was constructed in 1868.  Bachelors of a jolly nature gathered here for dancing, horse-racing and “land squabbles”.  The Athenian Literary Society flourished for the more cultured.  In 1875 the “Bonanza Kings” completed their pacific lumber and flume operation from the Lake Tahoe Basin.  For fifteen miles trestled logs were propelled “by waters rushing faster than any train”.  At the terminus of the flume, the Virginia and Truckee Railroad opened a depot and telegraph office and constructed a spur where workers transferred timber.</p>",Washoe,"Truckee River Basin, Washoe County, South Truckee Meadows Located on U.S. 395, 0.5 mile south of Longley Lane in South Reno.",39.31989,-119.47789,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
238,239,Stonehouse,<p>STATE HISTORICAL MARKER No. 239</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/239,<p>SPONSORED DAIL E. TURNEY</p>,Humboldt," Humboldt River Basin, Humboldt County. Located on Interstate Highway 80 at the Stonehouse Interchange.",,,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
239,240,Coney Island,<p>state historical marker no. 240</p><p>washoe county historical society</p><p>city of sparks</p><p>DIVISION OF HISTORIC PRESERVATION AND ARCHEOLOGY</p>,http://nvshpo.org/historical-markers/240,"<p>Opened to the public on June 20 1909, Coney Island was among the most elaborate amusement parks of its day.  Otto G. Benschuetz, founder and owner, landscaped the grounds, Put in a children’s playground.  A bandstand for outdoor concerts and a dance pavilion which also served as a skating rink and theatre.  Coney Island also had an artificial lake complete with boats, covered landings and bath houses.  The park’s heyday passed with Benschuetz’s death in 1912.  An aircraft assembly plant occupied the site in the early “twenties” and an auto court was established here later.  The pavilion was destroyed by fire in 1927 and a second blaze in 1930 took other structures.  All the remaining buildings were torn down when interstate 80 was constructed in the 1960’s.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated on the corner of Galetti Way and Fourth Street in Reno.",39.32102,-119.46837,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
240,242,Southern Nevada Consolidated Telephone-Telegraph Company Building,<p>STATE HISTORIC MARKER No. 242</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>CENTRAL NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/242,"<p>This building was the communications center of Goldfield from 1908 until 1963.  From 1904 to 1920, the gold mines of the region boomed. At over 20,000 people, Goldfield was the largest city in Nevada during that period, having four railroads and other modern conveniences.  The Consolidated Telephone-Telegraph Company Building was one of the few spared by a fire that destroyed 53 blocks of the downtown area in 1923.  Today, this building survives as an unspoiled expression of the work of turn-of-the-century craftsman, and it serves as an example of the business life in the Tonopah-Goldfield area from the years when the mines were producing millions and bringing new prosperity to Nevada.</p>",Esmeralda," Central Basin, Esmeralda County. Located at 206 East Ramsen Street in Goldfield, Nevada.",37.70925,-117.23515,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
241,243,Corbett-Fitzsimmons Fight,<p>STATE HISTORIC MARKER NO. 243</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NEVADA LANDMARKS SOCIETY</p><p>NEVADA STATE DIVISION OF ARCHIVES</p>,http://nvshpo.org/historical-markers/243,"<p>On March 17, 1897, at an arena located on this site, Carson City played host to Nevada’s first World Championship prizefight, a fourteen-round thriller in which the reigning heavyweight titlist, James J. “Gentleman Jim” Corbett, was dethroned by Robert Fitzsimmons.  The Nevada Legislature had only recently legalized prizefighting and the match became the object of scathing criticism from the press and pulpit of other states, but fight fans arrived by the thousands. Promoter Dan Stuart put on a clean show and demonstrated that boxing need not be brutal or crooked.  Other states were soon to liberalize their own prizefight laws and the sport began to assume a degree of respectability it had not enjoyed in the past.  In later years, Nevada was to be the scene of several other World Championship fights.</p>",Carson City," Carson River Basin, Carson City Located at Musser and Harbin Streets in Carson City.",39.09869,-119.45603,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
242,244,Dinner Station,<p>STATE HISTORICAL MARKER No. 244</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/244,"<p>Dinner Station stands as a reminder of Nevada’s stagecoach era.  Established in the early 1870s by William C. (Hill) Beachey as a meal stop for the Tuscarora and Mountain City Stage Lines, it was originally known as Weilands.  The name later changed to Oldham’s Station when a change of ownership took place.  A frame structure accommodated the traffic, but a fine two-story stone house, outbuildings, and a corral were built following a fire in the 1880s.  Early in the twentieth century, both automobiles and horse-drawn stages stopped at Dinner Station and it became one of the most popular county inns of the time.  After 1910, when automobiles became more common, the station ceased to be used.</p>",Elko," Humboldt River Basin, Elko County. Located on State Route 225, twenty-five miles north of Elko, Nevada.",,,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
243,245,Frederic Joseph DeLongchamps,"<p>STATE HISTORICAL MARKER No. 245</p><p>DIVISION OF HISTORIC PRESERVATION & ARCHEOLOGY</p>
<p>NORTHERN CHAPTER: AMERICAN INSTITUTE OF ARCHITECTS</p>",http://nvshpo.org/historical-markers/245,"<p>June 2, 1882 – February 11, 1969</p><p>Frederic Joseph DeLongchamps was Nevada’s foremost architect of his time.  Statewide, he was prolific In the number of buildings he designed.  From this point one can see a group of structures that stand, collectively, as a monument to DeLongchamps :  the United State Post Office, the Riverside Hotel, the Washoe County Courthouse and the Reno National Bank Building.  The Northern Chapter of the American Institute of Architects, dedicated to excellence in architecture, honors the memory of Frederic Joseph DeLongchamps.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated at the U.S. Post Office Building, South Virginia and Mill Streets, Reno.",39.3149,-119.48732,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
244,246,The Great Incline of the Sierra Nevada,<p>STATE HISTORICAL MARKER No. 246</p><p>DIVISION OF HISTORIC PRESERVATION & ARCHEOLOGY</p><p>INCLINE VILLAGE ROTARY CLUB</p>,http://nvshpo.org/historical-markers/246,"<p>Located on the mountain above are the remnants of the “Great Incline of the Sierra Nevada”.  Completed in 1880, this 4,000 foot long lift was constructed by the Sierra Nevada Wood and Lumber Company.  A unique steam-powered cable railway carried cordwood and lumber up 1,800 feet to a v flume which carried the lumber down to Washoe Valley where it was loaded on wagons for use in the mines of the Comstock.</p><p>Driven by an engine on the summit, 8,000 continuous feet of wire cable, wrapped around massive bull wheels pulled canted cars up a double tract tramline.  This engineering feat would transport up to 300 cords a day from the mill located in what is now Mill Creek.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated on State Route 28 near the Ponderosa-Bonanza Range, Incline Village.",39.31989,-119.47789,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
245,247,Site of Nevada's First Public Library,<p>STATE HISTORICAL MARKER No. 247</p><p>DIVISION OF HISTORIC PRESEVATION & ARCHEOLOGY</p><p>WASHOE COUNTY LIBRARY SYSTEM</p>,http://nvshpo.org/historical-markers/247,"<p>In 1895, Washoe County District Attorney, Frank H. Norcross, later a Chief Justice of the Nevada Supreme Court and a Federal Judge, began a drive to establish Nevada’s first free public library in Reno.  That year, he persuaded the Nevada Legislature to enact a law establishing Nevada’s public libraries.</p><p>The state’s first public library building was erected on this site in 1904, with $15,000 donated by philanthropist Andrew Carnegie on land originally donated to the City of Reno by pioneer Myron C. Lake.  It remained in service until 1930, when growth forced its relocation to the site where the Pioneer Theater Auditorium now stands.  The library was sold for $1 and demolished in 1931.</p><p>In 1966, the library was relocated to a new building at Center and Liberty Streets, three blocks south of this site.</p>",Washoe,"Truckee River Basin, Washoe County Located on at the U.S. Post Office grounds, South Virginia and Mill Streets, Reno.",39.31489,-119.48735,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
246,248,Virginia &amp; Truckee Railroad Right of Way,<p>STATE HISTORICAL MARKER No. 248</p><p>DIVISION OF HISTORIC PRESERVATION & ARCHEOLOGY</p><p>CITY OF RENO</p>,http://nvshpo.org/historical-markers/248,"<p>Virginia & Truckee Railroad Right of Way</p><p>Soon after the Chinese laborers graded this section during the summer of 1871, track gangs commenced laying rail south, reaching Steamboat Springs by late October.  To celebrate the occasion numerous residents rode an excursion train to Steamboat on November 7.  Nine months later Superintendent Henry M. Yerington drove the last spike a mile west of Carson City on August 24, 1872, connecting Virginia City with Reno by rail.  Although regularly scheduled passenger service didn’t begin until October 1, the first through train traversed the 52 mile route on September 1, 1872 - the last steamed by here on May 31, 1950.</p>",Washoe,"Truckee River Basin, Washoe County Located at Center Street and Holcomb Avenue, Reno.",39.31012,-119.48421,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
247,249,Union Pacific Depot1923,<p>STATE HISTORICAL MARKER No. 249</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>CITY OF CALIENTE</p>,http://nvshpo.org/historical-markers/249,"<p>Constructed as a Union Pacific railroad depot in 1923, this mission revival structure was designed by well-known Los Angeles architects, John and Donald Parkinson.  The depot represents an imposing example of mission revival design.  Much of its interior was made of solid oak, and the total cost was more than $80,000. The depot replaced a former structure which burned on September 9, 1921.  This newer facility included a restaurant and fifty-room hotel for some years.  The structure has served Caliente as a civic center and is the location of city government offices</p>",Lincoln," Colorado River Basin, Lincoln County Located at the Union Pacific Depot in Caliente, Nevada.",37.36765,-114.30835,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
248,250,State Printing Building,<p>STATE HISTORICAL MARKER No. 250</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NEVADA STATE LIBRARY AND ARCHIVES</p>,http://nvshpo.org/historical-markers/250,"<p>Completed in 1886, the State Printing Building is the second oldest structure built by the State within the Capitol Complex.  Architects Morrill J. Curtis and Seymore Pixley, designed the Italianate structure to compliment the older State Capitol (1870).  Curtis was responsible for many significant buildings throughout Nevada and the West, including the octagonal library annex to the rear of the State Capitol (1906).  Like many important structures in Carson City, this building was constructed of sandstone ashlar quarried at the nearby State Prison. It is a significant example of state governmental architecture for the period.  From 1886 to 1964, this building housed the offices and presses of the State Printer.</p>",Carson City,"Carson River Basin, Carson CityLocated at 101 South Fall Street in Carson City.",39.09869,-119.45603,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
249,251,Diamondfield Jack Davis,<p>STATE HISTORICAL MARKER No. 251</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NEVADA COMMISSION ON TOURISM</p>,http://nvshpo.org/historical-markers/251,"<p>This historical marker commemorates the lasting notoriety of flamboyant western gunman Jackson Lee Davis (1870-1949), who was better know by the colorful name, “Diamondfield Jack,” a nickname that he carried the rest of his life.</p><p>In the late 1890s, Davis gained a measure of fame as a gunman for the cattle interests, including rancher John Sparks, who would later become a Nevada governor, who were attempting to restrict sheep ranchers from southern Idaho and northeastern Nevada rangelands.  Following a sensational trial in 1896, Davis was convicted of murdering two sheepherders.  He was sentenced to be hanged, even after others confessed to the murders.</p><p>In 1902, Davis was finally pardoned for the crimes.  He moved to the central Nevada mining towns of Tonopah and Goldfield, where he became a successful operator. He also helped found several mining camps, including one called Diamondfield.  In later years, he drifted into obscurity and died in Las Vegas in 1949 after being struck by a car.</p>",Elko," Snake River Basin, Elko County. Located along U.S. Highway 93 in the turnaround at the Nevada-Idaho state line at Jackpot, Nevada.",41.59087,-114.40319,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
250,252,Rinckel Mansion,<p>STATE HISTORICAL MARKER No. 252</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/252,"<p>Completed in 1876, this palatial residence is an excellent example of High Victorian Italianate architecture in Carson City. Charles H. Jones, a French-schooled designer, constructed the residence for Mathias Rinckel using European craftsmen.  The mansion is constructed of pressed brick resting upon a sandstone ashlar foundation.  The sandstone originated from the Nevada State Prison quarry. The brick came from Carson Valley and knot-free lumber was obtained from the pine forests of Lake Tahoe.</p><p>Rinckel, a German immigrant and pioneer Carson City merchant, accumulated a degree of wealth in the gold fields in the Feather River District of California from 1849 to 1859.  He increased his fortune in mining at Virginia City during that city’s infancy.  In 1863, Rinckel settled in Carson City, where he engaged in raising livestock and butchering.  As a successful merchant, he supplied the mining and timber districts surrounding Eagle Valley with meat.</p>",Carson City,"",39.16422,-119.76793,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
